59.27,1
59.26,1
59.25,1
59.24,1
59.22,2
59.21,1
59.20,15
59.28,1
185.76,1
437.30,1
8000014.50,1
2001.90,1
44.50,45
44.51,6
44.52,3
44.53,4
44.54,1
44.55,3
44.56,3
44.57,2
44.58,1
44.59,1
147.70,1
17.38,5167
17.39,5296
72.29,1
17.32,5121
17.33,5247
17.30,49553
17.31,5133
17.36,5344
17.37,5103
17.34,5122
17.35,5132
69.20,4
69.25,1
69.27,1
31.89,26
31.88,22
65.73,1
65.70,4
31.83,19
31.82,15
31.81,22
31.80,255
31.87,19
31.86,22
31.85,22
31.84,23
28.98,49
28.99,42
68.26,1
28.92,59
28.93,52
28.90,521
28.91,46
28.96,62
28.97,49
28.94,53
28.95,42
8000052.00,1
13.38,2390
13.39,2422
13.36,2439
13.37,2438
13.34,2406
13.35,2516
13.32,2459
13.33,2443
13.30,24879
13.31,2466
18.11,4871
18.10,44514
18.13,4826
18.12,4948
18.15,4825
18.14,4825
18.17,4814
18.16,4840
18.19,4672
18.18,4726
5.12,32082
5.13,31328
5.10,342365
5.11,32127
5.16,31166
5.17,30893
5.14,31555
5.15,31203
5.18,31029
5.19,30639
50.50,27
50.53,6
50.52,3
50.55,1
50.54,2
50.56,1
50.59,2
50.58,3
100.00,54
226.70,1
1000030.80,1
52.59,2
52.54,1
52.53,2
52.52,1
52.51,2
52.50,22
119.60,1
21.33,1137
21.32,1122
21.31,1129
21.30,10072
21.37,1100
21.36,1109
21.35,1114
21.34,1133
21.39,1037
21.38,1131
43.68,1
43.69,4
43.60,41
43.61,6
43.62,2
43.63,2
43.64,2
43.65,3
43.66,4
43.67,4
217.10,1
14.48,1829
14.49,1799
14.42,1823
14.43,1872
14.40,19068
14.41,1778
14.46,1822
14.47,1847
14.44,1797
14.45,1858
72.20,5
64.31,1
831.80,1
40.85,3
12746800.00,1
177.50,1
19.16,2709
19.17,2839
19.14,2922
19.15,2803
19.12,2942
19.13,2825
19.10,25774
19.11,2864
19.18,2787
19.19,2768
61.90,5
61.95,1
8006300.50,1
5500511.00,1
9.09,11006
16.85,4009
58.33,1
2.79,118408
2.78,119661
2.71,124797
2.70,1343435
2.73,123684
2.72,124412
2.75,122293
2.74,123612
2.77,120650
2.76,121517
9.05,11115
9.04,11041
202.20,1
150.00,5
63.95,1
63.94,1
85.22,1
85.20,4
63.90,10
83.60,7
83.69,1
19.00,31628
4.06,53246
4.07,52991
4.04,53780
4.05,53815
4.02,54902
4.03,54210
4.00,699814
4.01,55383
165.40,1
4.08,52843
4.09,52974
57.47,2
57.44,1
57.42,1
189.20,2
57.40,10
22.29,581
22.28,548
47.88,3
47.89,1
78.77,1
22.21,576
22.20,4990
22.23,558
22.22,551
22.25,525
22.24,546
22.27,539
22.26,541
1.25,323568
36674.30,1
17.10,46442
17.11,4740
17.12,4586
17.13,4658
17.14,4577
17.15,4686
17.16,4819
17.17,4761
17.18,4756
17.19,4843
32.57,16
32.56,25
32.51,12
32.50,209
32.53,7
32.52,15
72.49,1
72.40,4
72.45,1
37.89,9
37.88,10
11.18,7325
11.19,7257
11.16,7352
11.17,7356
11.14,7398
11.15,7172
11.12,7457
11.13,7541
11.10,74861
11.11,7428
3.83,61497
3.82,61258
3.81,62278
3.80,664505
3.87,59604
3.86,59748
3.85,60157
3.84,60667
3.89,58761
3.88,59851
8045.40,1
26.29,79
80.20,11
26.25,79
26.24,84
26.27,81
26.26,76
26.21,68
26.20,809
26.23,58
26.22,89
107.60,1
65.90,6
350000.00,1
68.49,1
68.40,10
128.15,1
35.87,20
13.15,2603
35.85,16
35.84,15
35.83,13
35.82,13
35.81,10
35.80,141
13.18,2586
13.19,2586
35.89,19
35.88,6
18.39,4216
18.38,4226
18.37,4159
18.36,4253
18.35,4274
18.34,4290
18.33,4320
18.32,4310
18.31,4530
18.30,39199
5.78,23288
5.79,23242
5.70,257085
5.71,23993
5.72,24122
5.73,24070
5.74,23247
5.75,23643
5.76,23680
5.77,23353
50.79,3
50.78,1
50.77,2
50.75,1
50.74,3
50.73,2
50.72,2
50.71,1
50.70,29
51232.80,1
68.20,4
21.59,907
21.58,984
14005103.00,1
21.51,980
21.50,8919
21.53,975
21.52,977
21.55,949
21.54,1026
21.57,964
21.56,954
98.00,6
178.50,1
14.60,18732
14.61,1800
14.62,1769
14.63,1766
14.64,1838
14.65,1755
14.66,1843
14.67,1711
14.68,1852
14.69,1768
45.31,2
45.33,5
21.16,1196
45.34,1
478.40,1
171.30,2
701.70,1
155.50,1
300.60,1
19.38,2395
19.39,2400
7454.00,1
19.34,2514
19.35,2607
19.36,2498
19.37,2412
19.30,23091
19.31,2540
19.32,2543
19.33,2464
800.90,1
10.86,7983
10.87,8137
500.70,1
87.00,10
130050.60,1
36.17,12
48.65,1
48.64,1
48.67,1
36.16,24
48.61,2
48.60,34
48.63,3
48.62,2
48.69,2
96.30,4
57.88,1
90.70,1
6747.80,1
202.00,2
4.84,35750
54.99,1
54.98,4
85.00,5
54.90,21
71.00,9
85.08,1
54.97,1
54.96,2
162.50,1
83.00,8
5093318.00,1
239.50,1
22.07,676
22.06,680
22.05,637
22.04,682
22.03,678
22.02,664
22.01,702
22.00,7680
22.09,643
22.08,647
78.54,1
78.50,4
34.13,14
5031800.00,1
12.81,3136
58.28,1
12.82,3149
25.43,98
82.07,1
12.83,3174
24.09,141
24.08,166
24.05,155
24.04,145
24.07,140
24.06,163
24.01,164
24.00,1853
24.03,144
24.02,166
12.86,3159
12.87,2982
6746833.00,1
58.22,2
58.23,1
44.95,3
44.96,2
44.90,35
44.91,5
44.92,3
44.93,2
44.98,1
44.99,2
72.60,2
32.79,22
32.78,20
72.64,1
32.73,12
32.72,14
32.71,19
32.70,201
32.77,20
32.76,16
32.75,23
32.74,23
57.84,1
146.30,1
26.09,88
80.00,26
26.03,83
26.02,77
26.01,74
26.00,1014
26.07,78
26.06,87
26.05,78
26.04,77
211.40,1
24.69,104
24.68,97
24.67,125
24.66,141
24.65,122
42.55,2
24.63,106
24.62,117
11.34,7051
11.35,6852
11.36,6910
11.37,6901
11.30,69689
11.31,6997
11.32,7007
11.33,7059
24.60,1171
11.38,6983
11.39,6722
6.44,17396
6.45,17611
6.46,17520
6.47,17487
12.71,3284
6.41,17925
6.42,17769
6.43,17699
6.48,17336
6.49,17203
13.72,2171
13.73,2169
13.70,22375
13.71,2148
13.76,2135
13.77,2114
13.74,2108
13.75,2071
35.65,12
35.64,8
13.78,2109
13.79,2225
35.61,9
35.60,151
35.63,17
35.62,10
3674720.00,1
5.56,25990
5.57,25685
5.54,25987
5.55,25680
5.52,26145
5.53,26257
5.50,282352
5.51,26239
5.58,25231
5.59,25659
83180.00,1
9.96,10110
40.55,6
9.94,10070
9.95,9965
28.58,53
28.59,57
28.56,81
40.50,71
28.54,64
28.55,66
28.52,72
28.53,70
28.50,625
28.51,56
40.52,4
40.53,3
17.21,4853
21.77,824
21.76,814
21.75,863
21.74,864
21.73,831
21.72,794
21.71,793
21.70,7708
21.79,848
21.78,831
98.20,5
60.87,1
60.80,12
60.83,1
60.79,2
173.10,1
62.80,10
62.86,1
62.85,1
62.88,2
60.73,1
14.88,1702
14.89,1736
14.86,1691
14.87,1733
14.84,1774
14.85,1728
14.82,1749
14.83,1733
14.80,18011
14.81,1801
60.76,1
60.77,1
15682.20,1
76.83,1
76.80,7
94.10,4
133.70,1
400.40,1
19.58,2131
19.59,2159
19.52,2249
19.53,2265
19.50,20270
19.51,2275
19.56,2179
19.57,2197
19.54,2235
19.55,2194
500.50,2
674687.20,1
48.43,1
225.20,1
48.41,3
48.40,24
48.46,2
48.45,3
48.44,2
48.49,1
96.18,1
74.80,7
96.10,1
90.10,2
533180.00,4
48.38,1
8000007.00,1
87.20,5
134.60,1
87.28,1
218.10,1
78.00,9
85.60,1
47.91,2
47.90,33
57.70,14
47.92,1
47.95,1
47.94,1
47.97,2
83.20,4
66.84,1
66.80,12
57.89,1
179.40,1
47.48,4
47.49,3
57.83,1
47.47,1
189.60,1
57.80,24
47.42,1
47.43,5
47.40,43
47.41,3
67.24,1
67.20,11
13480170.00,1
24.29,160
24.28,124
24.23,152
42.93,6
24.21,147
24.20,1369
24.27,147
24.26,123
24.25,169
24.24,112
800003.60,1
187.50,1
50733.10,1
93.30,5
39.39,4
39.36,13
39.37,3
39.34,2
39.35,9
39.32,8
39.33,4
39.30,40
39.31,12
32.11,22
32.10,225
32.13,18
32.12,12
32.15,21
32.14,24
32.17,27
32.16,24
32.19,22
32.18,16
42.99,4
1000.50,1
72.83,1
72.80,15
110050.40,1
59.81,1
59.80,7
59.82,1
59.84,1
59.87,3
59.86,1
512331.80,2
40.90,56
40.91,4
26.63,92
40.93,4
26.65,74
40.95,5
40.96,8
26.66,77
40.98,7
26.68,62
80.69,1
80.60,9
211.20,1
10.55,9271
10.54,9322
10.57,9179
10.56,9376
10.51,9501
10.50,94591
10.53,9385
10.52,9283
10.59,9005
10.58,9246
11.52,6286
11.53,6108
11.50,62944
11.51,6398
11.56,5906
11.57,6061
11.54,6306
11.55,6309
37.45,11
37.44,10
11.58,5835
11.59,6014
37.41,9
37.40,102
37.43,11
37.42,9
6.62,15983
6.63,16013
12.51,3680
6.61,16256
6.66,15752
6.67,15712
12.55,3615
12.54,3582
6.68,15666
12.58,3550
208.40,3
13.58,2210
13.59,2307
35.49,12
35.48,15
13.50,23363
13.51,2245
13.52,2344
13.53,2218
13.54,2247
13.55,2317
35.45,16
13.57,2284
12.95,2979
28.74,67
28.75,61
28.76,41
28.77,62
28.70,529
28.71,33
28.72,54
28.73,70
245.00,2
28.78,55
28.79,50
68.80,4
68.82,1
2600509.20,1
207.80,1
21.99,736
21.98,735
21.95,693
21.94,746
21.97,713
21.96,689
21.91,751
21.90,6498
21.93,732
21.92,721
6331800.00,2
178.10,1
33.16,16
33.17,20
33.14,17
33.15,20
33.12,12
33.13,18
33.10,195
33.11,15
33.18,20
33.19,14
50533.00,1
6.26,18644
6.27,18581
6.24,18951
12.14,4640
6.22,19174
6.23,18903
6.20,205430
6.21,19329
5073284.00,1
6.28,18639
6.29,18319
7.14,12781
7.15,12927
7.16,12734
7.17,12606
7.10,138614
7.11,12930
7.12,12886
7.13,12862
7.18,12711
7.19,12450
54.67,1
94.30,1
167.70,2
19.70,18074
19.71,1979
19.72,1955
19.73,2001
19.74,1987
19.75,1955
19.76,1961
19.77,1945
19.78,1946
19.79,1949
89.90,1
192.70,1
176.10,1
64.55,1
174.40,1
48.29,1
96.70,1
30.91,24
96.76,1
48.21,3
48.20,39
48.23,2
48.22,5
48.25,1
48.24,2
48.27,1
48.26,2
90.30,1
87.40,4
54.59,2
54.55,1
54.57,2
54.56,2
54.51,1
54.50,15
54.53,1
12000000.00,1
85.40,8
85.41,1
85.44,1
70.30,9
51.89,1
51.88,2
91.10,4
51.81,2
51.80,32
51.83,1
51.82,1
51.84,1
51.87,2
51.86,3
503.20,1
95802.00,1
42.59,3
47.64,3
47.65,1
47.66,2
47.67,3
47.60,33
47.61,3
47.62,3
47.68,1
6000000.00,1
800005.00,1
56.53,3
502.80,1
67.05,1
67.07,1
67.00,15
67.01,1
67.03,1
900.50,1
82.40,5
801.00,1
800001.20,1
39.14,6
39.15,9
39.16,11
39.17,5
39.10,69
39.11,11
39.12,4
53.80,18
39.18,9
39.19,9
53.88,2
93.10,1
93.11,1
16.29,2718
32.39,20
32.38,22
32.37,20
32.36,28
32.35,23
32.34,20
32.33,22
32.32,12
32.31,25
32.30,238
58.07,1
58.04,1
58.03,1
58.00,19
1415002.60,1
82.70,5
24.41,135
24.40,1267
24.43,121
24.42,121
24.45,127
24.44,116
24.47,129
24.46,134
24.49,112
24.48,127
27.66,53
27.67,53
27.64,70
27.65,57
27.62,53
27.63,67
27.60,709
27.61,50
27.68,70
27.69,62
39.58,6
16.35,2792
16.34,2793
16.37,2820
16.36,2795
16.31,2793
16.30,28683
26.49,73
80.40,11
26.47,94
26.46,67
26.45,69
26.44,85
16.39,2854
26.42,76
40.70,61
26.40,773
61.31,1
10.73,8528
10.72,8642
10.71,8541
10.70,86235
10.77,8180
10.76,8367
10.75,8462
10.74,8457
564.30,1
10.79,8123
10.78,8006
110.60,1
11.78,5303
11.79,5348
37.69,4
37.68,9
37.63,6
37.62,7
37.61,9
37.60,91
37.67,8
37.66,8
37.65,5
37.64,3
6.08,20382
6.09,20511
12.31,4269
12.30,42605
6.02,20750
12.32,4153
12.35,4172
12.34,4196
6.06,20946
12.36,4173
35.21,13
35.20,150
35.23,21
35.22,10
35.25,9
35.24,5
35.27,18
35.26,16
35.29,13
35.28,11
2139.50,1
47.39,1
180.70,1
800000.00,1
29.95,27
29.94,33
5.98,21553
5.99,21214
29.91,39
29.90,328
29.93,23
29.92,29
5.92,21732
5.93,21902
5.90,234439
5.91,22008
29.99,33
29.98,27
5.94,21632
5.95,21549
28.12,82
28.13,78
28.10,786
28.11,74
28.16,61
28.17,61
28.14,80
28.15,79
28.18,72
28.19,69
217.00,1
46.05,1
46.04,3
46.07,4
46.06,3
46.01,3
46.00,43
46.03,1
46.02,2
55.94,1
8004700.50,1
41.36,6
55.92,1
55.93,2
41.33,5
55.91,1
75.90,5
950000.00,1
152.80,1
22005.00,1
33.38,20
33.39,18
33.34,9
33.35,14
33.36,16
33.37,6
33.30,190
33.31,31
33.32,16
33.33,18
26.48,68
173.50,1
1232.00,1
81.90,8
45.27,5
7.32,11916
7.33,12220
7.30,129009
7.31,12026
7.36,11904
7.37,12067
7.34,11878
7.35,12042
7.38,11927
7.39,11890
82.10,4
200505.30,1
1231800.00,1
190.50,1
19.98,1789
19.99,1700
19.96,1660
19.97,1702
19.94,1769
19.95,1752
19.92,1783
19.93,1801
19.90,16616
19.91,1810
1.67,260487
1.66,260764
1.65,263346
1.64,264151
1.63,265720
1.62,268837
1.61,269243
1.60,2907638
1.69,256322
1.68,256988
94.50,4
44.73,3
48.07,3
48.06,3
48.05,1
48.04,2
48.02,1
48.01,2
48.00,47
48.08,5
23.33,224
23.32,218
53.76,2
53.77,1
53.74,1
53.75,2
116.00,1
23.39,210
23.38,214
53.70,19
71.90,5
71.96,1
44.77,1
87.60,3
71.10,7
8000005.00,1
54.79,1
54.78,1
54.73,1
54.72,1
54.71,1
54.70,24
54.77,2
54.76,1
54.75,1
64.40,9
44.75,1
71.18,1
70.10,4
70.14,1
91.36,1
91.30,3
90.50,4
51533.00,1
203.40,1
47.02,2
47.03,2
47.00,32
47.01,1
47.04,2
47.05,3
47.08,1
47.09,2
58.59,2
67.62,2
67.60,9
67.61,1
38.75,3
38.74,13
38.77,8
38.76,4
38.71,6
38.70,91
38.73,8
38.72,5
38.79,8
38.78,7
25.79,68
39.72,11
39.70,68
39.71,6
39.76,4
39.77,3
39.74,10
39.75,6
53.64,2
39.78,6
39.79,6
53.61,2
53.60,24
53.63,1
53.62,5
4.88,35348
