passengerCount,tripTimeHr,distanceDriven,Fare,Tolls,TotalFare,Trips,pickup,dropoff
14,7.599440,190.049999237061,529.5,0,576,9,QN27,BK17
15,4.539717,140.039999961853,406.5,0,428.799999237061,12,BK78,QN06
14,2.337218,30.5600001811981,125,0,150.500001907349,8,BK81,BK42
1,0.454722,5,21,0,22,1,BK96,BK90
8,0.983332,16.9200000762939,59,15.460000038147,82.8599987030029,3,BX27,QN72
417,127.009630,2679.77999639511,8360.5,128.499999046326,9708.18000221252,227,BK33,MN11
14,3.979165,91.6399993896484,247,20.789999961853,282.050006866455,5,QN76,BX14
1882,173.260856,2993.9599972032,14487.2300050352,310.759997367859,17180.1200559232,1245,QN54,QN54
1406,423.661090,6601.53000101447,23281,15.460000038147,25379.1799850464,772,MN23,BK81
13,3.166665,94.5000009536743,265,0,276,6,QN28,BK30
4,1.809444,28.2000007629395,100.5,0,101.5,1,BK64,BX31
2292,549.448110,9049.59000892937,32792.5,10.6599998474121,34900.2200069427,1327,MN31,BK72
5296,1485.412950,38317.6300295889,116213,36.5700006484985,132598.759870529,3124,MN24,MN01
665,74.163461,1424.54999870062,5314,4.80000019073486,5886.77999401093,391,QN27,QN22
5,0.583332,6.07000005245209,32,0,35.5,3,BK21,BK27
11,1.603055,32.5199999809265,104.5,15.9899997711182,127.490003585815,4,MN30,BX35
1,0.340555,7.09999990463257,22.5,0,27.6000003814697,1,BX28,BK09
38526,10003.555616,139257.320045039,524933.5,802.12999416329,616622.71028018,22683,MN17,BK68
4,2.184443,41.7699999809265,139,15.460000038147,186.889999389648,4,BX98,QN31
609,168.853475,4991.19000323117,14316.5,1544.30999279022,18122.0402593613,359,MN20,QN42
29496,7326.975250,114478.790090315,413958.5,1557.93998527527,483198.58020401,17217,MN40,BK73
275,33.558277,452.259999275208,1849.5,0,2193.06000232697,152,BK75,BK92
15,2.159162,43.2899997234344,157.5,0,170,13,BX59,BX07
67,13.950546,422.170001029968,1216,26.6499996185303,1522.63999938965,25,BK29,JFK
1,0.250000,5.32999992370605,18,0,22.7000007629395,1,BX59,BK77
3,0.716666,23.1599998474121,64.5,0,65.5,1,BK42,BX09
135,36.065247,1007.72000199556,2924,0.00999999977648258,3106.609998703,75,QN70,BK82
183,32.569132,732.01000213623,2331,401.949996948242,3138.05003166199,86,MN35,QN72
1,0.450000,10.6999998092651,32.5,0,40.0999984741211,1,BX26,BK69
1,0.248055,7.80000019073486,22.5,0,23,1,QN08,BK73
232,52.144391,1423.34000527859,4254.5,721.249995231628,5584.5301361084,146,QN72,BX28
1997,379.320637,7119.91000473499,24435.5,10.6599998474121,28081.0800065994,1202,QN31,BK68
32,3.874438,65.9499998092651,244,0,299.700000762939,19,QN53,QN35
884,221.433938,3586.95999805629,13365.5,313.439998626709,15000.9000349045,596,QN29,MN40
262,53.560771,748.370000600815,2892.5,0,3243.87999916077,158,BK09,BK95
147,21.986362,570.420001804829,1996,311.849999427795,2671.54002189636,82,QN29,MN50
8,1.762498,53.2399997711182,153,15.460000038147,172.46000289917,4,QN29,BX06
741,52.318444,826.969999857247,3691.5,0,4196.80000257492,431,BK31,BK32
101,23.011089,506.17000246048,1614.5,131.659998893738,1901.06000328064,59,QN31,BX33
7,2.629722,68.0500001907349,200,21.3199996948242,223.820007324219,4,QN02,MN11
144,46.208027,1396.94999992847,4000.5,94.8799991607666,4381.71001434326,73,MN31,BK21
26,5.410274,90.7299989461899,317.5,0,340.5,15,BK60,BK19
7,1.714998,33.3100004196167,114,5.32999992370605,132.430000305176,5,BX26,MN50
278,29.727167,448.029999613762,1782.5,0,2072.90000104904,157,BK92,BK32
58,20.064154,581.890007972717,1664,157.300000190735,1930.59003448486,33,MN33,QN02
8,3.087220,79.9400000572205,372,46.6499996185303,467.700004577637,5,BX59,EWR
5,0.750000,26.0699996948242,70.5,2.44000005722046,88.0299987792969,1,BK41,BX43
5,2.403332,63.3299989700317,188,14.9300003051758,206.930000305176,5,BK76,BX08
1,0.668611,17.7000007629395,52.5,0,56.5,1,MN35,BK97
3,0.466666,7.33999991416931,27,0,30,2,QN76,QN07
194,47.491899,1312.19000029564,3893,0,4308.32999801636,105,BK38,BK23
2,0.616388,14,45.5,0,52,2,BK35,BK97
105,39.171642,685.879999399185,2303,125.799999237061,2764.81003189087,70,BK32,MN14
2,0.966666,18.7200002670288,59.5,0,61.5,2,BX59,BX22
9,0.966666,25.8800001144409,75,0,77,2,BK64,QN01
980,88.210333,1192.87999816798,5370.5,5.32999992370605,6129.5200009346,582,BX63,MN34
91,22.711641,334.630001783371,1241.5,41.6999998092651,1434.19000339508,59,BK88,MN19
8,2.115551,38.2200005054474,135.5,0,152.39999961853,8,BK91,BK17
2,0.724166,16.5000004768372,53.5,0,55.5,2,BX05,MN27
5,0.946943,14.5099999904633,66.5,0,70,3,QN05,QN15
829,199.932873,4455.41000491381,13986,58.6299991607666,15180.3199939728,461,MN14,BX27
93,20.013313,381.689998686314,2390.5,166.849999427795,2872.98003196716,60,QN21,MN23
9,1.742498,30.3899993896484,108,0,113.510000228882,5,BX44,BX35
10,0.968331,25.5799999237061,83.5,0,96.6200008392334,5,QN46,QN37
19,6.299720,133.159999370575,418.5,26.6499996185303,494.070007324219,12,MN99,QN26
2844,514.896578,9568.55000454187,32300,497.889997303486,36480.5000419617,1638,QN31,MN34
30096,9454.500443,221775.679953843,674581.01,38819.0197712537,809859.925377846,17442,MN17,BK31
39,10.607209,283.719997882843,853,0,908.169998168945,37,BK25,BK09
402,33.402673,634.220000499859,2617.83000183105,26.1199998855591,3049.39000892639,256,BX28,BX28
408,149.232699,3384.35000634193,10260,251.499998092651,11578.1900482178,216,MN21,BK45
87,12.635533,184.849999785423,737,2.44000005722046,844.210000991821,51,MN01,BX43
1,0.563055,18.1000003814697,51,0,51.5,1,QN30,BX37
6,1.807498,56.1199998855591,161,21.3199996948242,198.2200050354,5,QN28,BX31
1,0.556388,17.7000007629395,52,5.32999992370605,60.0499992370605,1,QN57,QN41
1,1.050000,18.2700004577637,60.5,5.32999992370605,78.4400024414063,1,BK91,BX33
1,0.364444,15.1000003814697,41,0,42,1,BK83,BK19
45630,4155.023279,60625.8698903006,262622.5,53.5099992752075,309065.930121422,26198,BK38,MN27
10187,694.139817,8899.4799952209,43581,13.1599998474121,54303.5699958801,6086,BK78,BK77
8,1.133332,18.3500001430511,65,0,74.3299999237061,4,BX01,MN32
321,80.429929,1415.04000297189,4809,544.629996776581,5825.51006984711,174,MN09,QN50
410,34.618520,430.349999308586,2075,0,2386.61999988556,237,MN35,BX36
109,35.372753,835.620002746582,2966.5,178.039999008179,3540.88004970551,74,QN60,MN23
15,3.680830,112.869999885559,323,0,340.900001525879,9,BK41,QN63
7,0.874721,26.7300004959106,76.5,0,78.5,2,BK83,QN68
9,2.462496,34.8200001716614,136,0,143,7,BK88,BK19
5,1.257776,29.210000038147,90.5,0,115,4,QN41,LGA
33,12.017495,271.809999465942,831.5,26.6499996185303,997.550006866455,18,MN04,BK40
659,301.484306,5775.44999182224,18387,359.789996147156,19877.4600906372,359,MN15,BK50
4,1.066388,26.2500004768372,82.5,0,85,3,BK25,BK93
1,0.755833,22.6000003814697,63,4.80000019073486,68.3000030517578,1,QN02,BX28
4,1.941108,77.6900005340576,209.5,15.9899997711182,233.990005493164,4,QN18,BX62
44421,5427.788265,98458.6099890023,357709,19.9599997997284,422737.340358734,25336,MN28,MN31
3,0.889722,19.5,62,0,76.0999984741211,2,BX09,MN25
5,1.130555,38.6299991607666,106,10.6599998474121,132.76000213623,2,MN06,QN44
4,1.203888,30.9899997711182,92,5.32999992370605,108.930000305176,2,BK35,BX36
7,1.931665,50.8200006484985,148,0,172.049999237061,3,BK29,QN71
30,4.682768,72.729998588562,312,0,335.700000762939,24,BX40,BX63
892,265.723138,7147.72998738289,21038.5,778.819994926453,23975.2101669312,503,MN40,QN06
4,2.720276,66.1700000762939,191.5,0,205.5,3,BK21,QN72
1,0.683333,15.6000003814697,46.5,0,47,1,MN98,BK41
1170,273.184493,7073.83000055701,28047.6300010681,2710.15998458862,34596.5905923843,599,QN95,MN12
1783,223.183506,6863.05000558496,34451,1558.30998706818,40819.7004470825,1001,QN60,JFK
9,1.313332,34.4699993133545,106,0,110,4,BK79,QN35
4,0.849999,18.8199998140335,64,0,71.2999992370605,4,QN46,QN26
131,43.494138,1191.60999488831,3443.5,287.849998474121,4005.25006103516,74,MN21,QN08
32,6.929991,196.819998264313,588,5.32999992370605,617.530002593994,21,QN50,QN06
896,120.022064,2756.72000038624,8973,42.7300007343292,10304.8399925232,449,MN99,MN36
228,80.819659,2176.9299902916,7494,716.469993591309,9096.19018554688,146,QN76,MN11
1,0.566666,17.7000007629395,50,5.32999992370605,69.0500030517578,1,MN35,QN44
7421,1068.842438,15339.1500054598,62499,103.129999160767,72725.2300744057,4375,BK68,MN25
37,7.474991,115.400000154972,436.5,15.9899997711182,528.690004348755,26,BK88,MN40
107,25.828310,616.619997382164,1891.5,0,1982.75,64,BK09,QN26
5,2.054443,35.4999995231628,124,0,136.379999160767,5,QN23,QN46
2212,452.555639,10941.4500027895,34122,29.1199998855591,36541.9100017548,1257,MN15,BX26
25,5.382494,167.929998874664,524,0,569,15,QN72,QN07
3,0.818610,13.6899995803833,46.5,0,52.5,2,BX09,QN71
555,125.380995,2034.04000097513,7384,1561.80998802185,9983.80003356934,330,MN06,QN72
6707,2377.673496,65017.3799156919,200753.5,102.239998817444,219552.340755463,3897,JFK,MN30
35,6.082493,185.879999637604,551,5.32999992370605,632.779996871948,21,QN95,QN46
7,1.199720,24.900000333786,85,0,92,5,BX44,BX28
3,1.193333,22.4000000953674,75.5,0,77,2,QN97,BK91
4,1.336388,38.5499992370605,112.5,5.32999992370605,128.030002593994,2,BK72,BX06
65,5.819980,67.8399999812245,349.5,0,405.699999809265,45,BX59,BX37
3,0.183333,1.85000002384186,10,0,10.5,1,BK50,BK72
1,0.247500,2.29999995231628,11.5,0,15.6000003814697,1,QN45,MN27
492,58.704624,1123.31999871135,4036.5,0,4585.97000217438,263,MN01,MN03
500,61.409280,779.72000201419,3539.5,10.6599998474121,4242.93001031876,381,BX75,BX75
28,5.597217,150.47000002861,459.5,5.32999992370605,503.480001449585,20,QN03,QN34
1,0.368611,15.3000001907349,42,0,51.5999984741211,1,BX29,BK73
681,148.464850,3814.8499931097,11724.5,5.32999992370605,13364.890001297,387,MN01,MN13
402,23.436291,381.609998427331,1864.5,5.32999992370605,2271.05000114441,250,BK40,BK41
30907,4701.949047,66437.5599972606,263951,1145.85999298096,302595.920257092,18731,QN70,MN19
1642,376.740161,10274.1699934769,30886.5,3232.48998060822,39358.6603946686,1019,MN19,QN62
125,52.427756,962.210001945496,3097,31.9799995422363,3460.57001495361,67,MN33,BK81
29,12.292214,361.100001335144,1029.5,0,1120.29999732971,21,QN70,BK50
6,1.226944,36.1599998474121,109.5,0,113.5,4,BK58,BK21
845,243.633417,6012.56000047922,18478.5,1039.43999290466,22108.2901477814,488,MN32,QN60
95,23.547754,789.139996528625,2225.5,0,2524.42998886108,55,BK73,QN47
73,4.962479,75.6599997282028,348,0,428.420000076294,46,BK46,BK29
26,7.996662,151.600000858307,489,0,538.069999694824,15,BK33,QN19
7,1.937776,37.7999997138977,126,0,139,5,BK25,BK69
2,0.566666,7.55000007152557,60.5,5.32999992370605,79.3000030517578,2,QN96,MN99
177,43.892181,991.230001032352,3476,78.8899993896484,3865.83001899719,116,QN18,MN27
142,41.343293,886.070000529289,4287,172.709999084473,5015.85004425049,91,QN25,MN24
7,1.209165,39.1900005340576,111.5,0,133.020000457764,3,QN53,QN43
2,1.029166,23.6999998092651,71.5,0,81.8699989318848,2,SI00,BK26
11,2.623607,52.9099994897842,182,5.32999992370605,203.030002593994,9,BX55,MN11
591,77.873159,1274.85000321828,4924,106.300001144409,5893.08000993729,407,QN06,QN06
16,7.092770,167.190001487732,510,0,546.669998168945,15,BK75,BK29
8,2.365275,60.9900007247925,183,26.6499996185303,215.650003433228,7,QN22,BX55
7,0.796388,22.1299996376038,68,0,74.8999996185303,3,BX55,MN01
4,1.748332,57,159.5,15.9899997711182,189.490005493164,3,MN11,QN43
27,5.210271,153.110001087189,446.5,0,475.119998931885,15,BK90,QN23
64,23.877209,628.060002326965,1835.5,0,2018.04999923706,41,BK37,QN76
212,61.789961,1682.93000602722,4953,89.0199995040894,5579.54001617432,119,MN34,BK32
4,0.745833,33.0699996948242,88.5,5.32999992370605,95.3300018310547,2,QN03,BX46
2,0.655000,15.3000001907349,45,0,55.2000007629395,1,QN07,BK37
2298,635.430860,15607.3400131762,47356,1589.85003423691,54666.189593792,1368,MN31,BX22
11,0.683333,26.25,71.5,10.1300001144409,82.6300010681152,2,QN18,BX13
20,6.510548,115.440000534058,384,0,422.10000038147,17,BK77,MN30
4573,950.158975,20031.650011003,65238.5,36.7799997329712,75708.4000635147,2654,BK37,QN31
2337,484.463638,8693.66999936104,29692,1929.88998889923,34154.6899862289,1379,MN33,QN63
30,4.001938,119.970000267029,353.5,63.4299993515015,444.720008850098,13,QN27,BX26
2,0.383333,10.4399995803833,30.5,0,37.0999984741211,1,QN08,BK38
1028,254.992284,5564.7299951911,17608,334.729995727539,20225.3000659943,578,MN31,BX37
7,0.766666,15.1700000762939,50,0,52,2,QN06,QN03
4278,1252.162618,19753.8700167462,69809.5,363.529996871948,80155.8700714111,2533,MN40,BK78
954,194.808124,4262.46000230312,13495,57.5699996948242,14492.4100131989,525,MN40,BX08
20,4.532218,115.799999713898,373,0,387.200000762939,9,QN54,QN68
59,4.811099,84.8600001335144,312.5,0,349.420000076294,34,BK29,BK43
77,14.743871,438.79000043869,2312.30000019073,226.059999465942,2897.43002986908,50,QN25,MN21
2,1.529166,43.5699996948242,136.5,5.32999992370605,159.129997253418,2,QN03,BX43
1,0.766666,11.1000003814697,41,0,42,1,QN68,BK97
77,21.210539,629.189999461174,2274.5,42.6399993896484,2568.9800195694,50,QN35,MN28
2,0.633333,18.5900001525879,52.5,5.32999992370605,83.8300018310547,1,BX05,BK78
52,10.297490,285.969999313354,853.5,0,913.920001983643,26,QN63,QN01
32,3.444993,68.8099999427795,246.5,0,265.549999237061,18,QN61,QN62
19,8.500271,222.979999542236,650.5,0,678.599998474121,13,QN68,BK44
4,1.405554,47.7999992370605,132.5,15.460000038147,160.410003662109,3,QN17,BX43
203,72.372457,1983.80000638962,5757,188.699998855591,6586.3800239563,115,MN40,BK27
2,1.085277,31.6999988555908,91,0,93,2,MN30,BK82
9,2.048332,45.4900007247925,135,9.75,149.040000915527,4,QN20,QN10
9,0.901386,13.0100000798702,63.5,0,79.1199998855591,9,QN33,QN66
12918,4966.848636,152212.789946049,377104,36593.53976807,453291.428847313,7272,JFK,MN35
86,9.848048,172.969999015331,613,0,685.299999237061,32,BX36,MN14
20,3.673886,58.5299997329712,207,0,230.049999237061,11,BX29,BX49
3,1.494165,40.25,118,0,139.799999237061,3,BK30,BK82
1,0.567222,23.6000003814697,63,4.80000019073486,68.8000030517578,1,BK85,NYS
34,6.128884,187.620001792908,555.5,0,608.670001983643,17,QN71,QN41
22,4.810550,150.319999694824,426,68.2299995422363,550.510005950928,14,QN27,BX10
2,0.792499,12.6999998092651,44.5,0,51.5,2,BK79,QN68
2,0.613610,14.0999994277954,91.5,0,107,2,EWR,MN50
4,1.811944,36.7999992370605,138,5.32999992370605,174.389999389648,3,QN06,MN21
2,0.458888,12.1999998092651,35.5,0,43.7999992370605,1,QN46,BK83
6968,1577.412082,32775.5600421578,107836,2.44000005722046,122347.989948273,3935,MN24,MN06
373,49.536274,710.389998717234,3185.83000183105,48.6099996566772,3873.06000614166,272,QN46,QN46
415,96.420742,2071.96000128984,6675.5,1243.5999917984,8941.62018585205,248,QN27,MN09
14,5.819438,137.769999980927,529,49.25,669.819995880127,11,EWR,MN40
307,44.750201,607.210000276566,2445.5,0,2962.66000080109,193,BK35,BK64
9,1.528887,28.1599996089935,103,0,119.599999427795,7,BX26,BX33
1476,351.402184,6015.85000661016,20869.1000003815,0,23405.5300388336,824,MN06,MN21
59,12.223317,179.099998563528,710.5,0,779.200000762939,40,QN60,QN50
8,2.069164,40.8499995470047,171,5.32999992370605,182.13000202179,6,QN45,MN40
4,1.072776,19.6000006198883,65.5,0,76.5,3,QN42,QN62
11,2.997218,76.7299995422363,231.5,12,267.5,8,QN55,QN12
219,89.443000,1798.34999227524,5672.5,89.8499989509583,6669.40999317169,133,MN04,BK37
72,15.789432,355.609999164939,1053.5,42.1099996566772,1254.4600019455,37,LI,MN24
35,6.731658,150.529999256134,477.5,0,513.89999961853,20,QN95,QN20
31,6.967495,185.310001373291,552,0,589.900001525879,17,QN27,QN56
39,9.163602,195.46999835968,624.5,0,719.380002975464,25,BK40,BK17
7,0.573611,20.4499998092651,35,0,35.5,2,NYS,BX17
11982,1497.590097,19159.2499972507,84055.8000001907,84.7599990461022,96714.2600548267,7485,QN68,MN40
62,14.076373,435.490000903606,1287,176.449999809265,1583.49002838135,38,QN70,BX10
93,6.709145,132.650000274181,535,0,608.349998950958,63,BK27,BK31
5,0.750000,13.0299997329712,43.5,0,44,1,QN45,BK63
46,10.448879,165.560000300407,588.5,5.32999992370605,680.360003471375,26,BK88,MN27
103,37.476921,1109.48999750614,3211.19999694824,88.4899997711182,3671.96002578735,59,MN22,QN44
26,3.448326,31.9999999403954,182,0,201,20,BX03,BX44
1,1.250000,22.6700000762939,69.5,0,71,1,BK32,BX26
73,10.220265,270.679999828339,839.5,0,922.969997406006,34,QN28,QN41
86,16.401649,415.879999637604,1262,0,1377.79999732971,46,MN06,BX49
4,0.383333,5.62000012397766,23,0,24.5,2,BX40,BX37
1760,617.392929,20750.2099926472,69144.8300056458,721.730001211166,78846.1300945282,1062,MN20,NYS
37,6.690270,128.469999790192,424.5,4.80000019073486,473.659997940063,19,QN18,QN01
1002,68.286150,1033.36999525875,4710,4.80000019073486,5392.54000234604,604,QN18,QN21
2335,464.840083,12827.4300122857,58573.1300010681,3068.67997956276,69645.0708446503,1287,QN95,JFK
40,7.431659,201.240000344813,594.5,90.0799989700317,776.690020561218,18,BX06,LGA
7,4.386663,129.020000457764,367.5,21.3199996948242,417.050003051758,7,BK37,BX46
41,22.537767,901.390002012253,3676,65.7200001478195,4289.14999389648,26,MN40,CT
57,7.097766,112.430000662804,414,0,485.840003013611,27,BX26,MN32
46,5.548595,65.4600005149841,318,0,363.199999809265,36,BX14,BX33
8,1.317775,22.7999994754791,87,5.32999992370605,105.63000202179,7,BK46,MN28
2,0.323333,9.80000019073486,29.5,0,30,1,BK82,MN35
1,0.535277,18,48.5,0,59.4000015258789,1,BK72,QN05
19,3.093885,63.1699995994568,206,0,218.5,9,BK31,BK95
13,1.453608,29.4299998283386,104.5,0,112.5,8,BX08,BX05
95,20.754419,430.820000529289,1411,57.039999961853,1646.76000404358,60,BK41,MN12
1151,140.368923,1647.46999776363,7484.5,15.9999997708946,8492.56999945641,664,MN04,BX39
706,106.574000,1423.94000312686,5762,0,6623.73999881744,402,BK35,BK38
428,38.911564,519.500000648201,2391.5,0,2735.98999977112,265,BK60,BK91
31,13.002493,324.499998092651,958,46.3800001144409,1138.32000350952,20,MN36,BK40
23,14.671106,329.079999148846,977,70.1799993515015,1134.60001373291,14,MN12,QN12
94,22.352477,501.260003089905,1567,0,1751.38000488281,57,MN30,QN17
3,1.570554,46.460000038147,134,0,163.000003814697,3,QN95,BK43
14183,2512.612796,38759.8199943304,144719,26.1199998855591,164184.840064526,8456,MN32,MN04
22577,3026.148750,38588.7000049204,166397,876.149990329519,196064.830176353,13301,BK09,MN25
195,16.344401,251.000000059605,1064.5,0,1200.27000045776,107,QN96,QN29
5,1.585276,32.0500001907349,110.5,0,118.799999237061,5,QN38,QN30
6,0.233333,2.75,12,0,15,1,QN47,MN17
1175828,224674.442101,3100890.28053733,12183659.7500048,1023.73999170773,13875671.217963,659176,MN25,MN17
53,14.141933,435.570002555847,1244,15.460000038147,1414.20000457764,32,MN28,QN41
174,41.779962,595.919998645782,2226,0,2427.81999588013,106,BK09,BK81
53,8.945821,252.109998703003,765.5,0,824.690002441406,33,QN50,QN49
3037,511.350130,13521.9200145006,41747.5,3838.9100856781,52638.0902671814,1782,MN09,BX22
75,21.630254,491.519999682903,1518.5,31.9799995422363,1749.64000701904,50,BK42,MN32
161,51.342453,1101.22999751568,3494.5,0,3997.14000320435,106,QN70,BK63
1,0.316666,5.34999990463257,18.5,0,19.5,1,QN19,BK96
185,74.075788,1961.02000546455,5784.5,199.889998435974,6622.21005630493,111,MN23,QN02
2,2.345832,75.7800025939941,257.5,0,259,2,BK92,LI
466,87.682952,1546.77999725938,5410.5,10.6599998474121,6106.10000038147,275,QN63,BK78
21,4.459163,118.329999923706,363.5,15.9899997711182,420.03999710083,9,BK78,BX63
131,39.395521,917.660000443459,3401,318.239998817444,4215.48007631302,85,QN60,MN13
78,14.994703,242.41999912262,873,0,944.909999847412,49,BK64,BK85
96,22.315811,677.019994020462,1948.5,15.9899997711182,2221.14000701904,52,QN95,BK09
66,25.336929,413.580001711845,1511,151.75,1764.81999874115,47,NJ,MN03
165,29.701074,758.069999217987,2689.5,359.259996414185,3430.240026474,98,BK31,MN25
3,0.533055,13.1000003814697,40.5,0,51.8699989318848,1,BX10,QN21
43,8.045543,241.079998970032,866,0,943.600002288818,26,BX39,BX62
1,0.470833,6.59999990463257,23,0,30.5499992370605,1,MN30,BK89
2608,506.781846,8379.53999888897,30068.5,259.049997329712,35400.6800489426,1629,BK76,MN40
33,12.370267,350.480001449585,1025.5,5.32999992370605,1168.6900062561,23,QN68,QN45
30,3.077494,41.0800002813339,177,0,206.120000839233,18,QN20,BK79
10,1.412776,21.0200002193451,78.5,0,88.7999992370605,5,BK96,BK69
10,0.809166,22.5500001907349,66,0,69,3,QN46,QN25
1,0.415833,11.8000001907349,32.5,0,33.5,1,QN20,QN42
1517125,106947.338820,937169.870617755,6047985.46000362,372.869998436421,7323546.56628538,912072,MN40,MN31
72318,13881.235663,270096.560104009,915700.800000191,115.009999627247,1041181.22049618,42435,MN17,MN04
12,0.949999,28.3699998855591,82,0,84,2,QN26,BK42
3,1.161388,39.1000003814697,109,0,110.5,2,QN18,BK26
2,0.966666,30.4499998092651,86.5,5.32999992370605,103.830001831055,2,NJ,QN41
4,0.740277,26,72,5.32999992370605,77.8300018310547,1,BK93,MN03
4450,1086.599284,23578.7999932542,75375.5,29.5699996948242,83203.4900159836,2511,MN13,BX63
446,55.605474,835.490001797676,3236.5,0,3699.90999984741,222,MN99,MN03
96,26.462760,856.719997406006,2406.5,132.71999835968,2734.14002609253,50,BK73,BX43
20,5.445551,180.440000534058,503,15.9899997711182,582.410003662109,9,BK68,BX62
14,4.576109,125.850001335144,365.5,0,394.099998474121,9,BK43,QN70
727,205.323443,3951.5799998641,12951.5,5.32999992370605,15090.9800071716,433,BK64,MN32
57821,13058.328958,278404.820399277,893728.800000191,169718.489051819,1224163.41765928,33448,LGA,MN09
14,3.722218,140.230001449585,478,47.9699993133545,590.570022583008,10,QN61,MN98
92,18.848863,301.580001592636,1090.5,0,1237.0000038147,59,BK75,BK83
15,5.859439,188.999998092651,516.5,52.7699995040894,644.140007019043,10,BX31,JFK
3,1.099998,16.8299999237061,61,0,64.5,3,BX49,BX26
136,42.501084,1200.10000705719,3458.5,17.2900002002716,3710.51999282837,79,MN14,BX03
44,7.011940,129.520000815392,445.5,45.8500003814697,536.520010471344,20,BK43,MN15
29,4.899994,107.969998002052,339,5.32999992370605,397.509998321533,13,BX06,MN40
15,3.033608,66.9000000953674,216,0,252.799999237061,9,BX37,MN33
64,13.852490,304.730002880096,963,0,1127.08999824524,34,QN28,BK64
2004,404.322038,8775.77000260353,28357.5,20.2600002288818,32109.1200122833,1180,QN68,QN17
1111,222.114190,3825.33999919891,13196.5,119.939999580383,14514.200006485,679,QN68,MN11
96,13.568867,279.63000035286,949.5,10.6599998474121,1065.95999908447,50,QN95,QN50
4,1.677499,69.3800010681152,187.5,0,208,4,BK31,QN57
5,0.300000,9.27000045776367,26.5,0,27.5,1,BK45,BK27
7,3.501109,91.8800010681152,263,0,307.099998474121,5,BK32,QN61
8,1.516108,45.75,174,0,179,5,BK19,BK32
7,1.278332,31.9700002670288,93,0,107,2,BK17,QN18
419,143.920735,3864.57000124455,11323,497.869997024536,13365.9300956726,251,MN23,QN48
535,142.827109,3707.35999405384,11092,14.3700001239777,12169.9399986267,293,MN21,BX05
20,4.393608,108.770001411438,327,0,381.569999694824,8,QN95,BK60
4,1.533054,49.4199991226196,77,8.25,92.9500007629395,3,NJ,BX43
13,4.703330,107.000000953674,323.5,4.80000019073486,370.620002746582,6,BK61,BX01
1,0.400000,12.1099996566772,35,0,43.5,1,BK61,QN41
2,1.459444,69.1999969482422,297,10.6599998474121,357.660003662109,1,QN76,BK98
386,87.761862,2083.54000043869,6405,443.509998321533,7826.05003452301,221,BK42,MN19
1,0.400000,5.75,21,0,21.5,1,BK88,BK89
371,121.577682,2752.57999300957,8423,10.6599998474121,9673.75000572205,228,MN03,BK38
20,4.207774,92.7699999809265,293,0,328.620000839233,10,QN29,BK63
23,6.814993,223.25999879837,665,0,752.019996643066,15,BK90,BK23
5,1.221388,29.7000007629395,127,5.32999992370605,148.330001831055,2,EWR,MN32
4,0.700000,6.98999977111816,32.5,0,35,2,BX35,MN99
2,0.690554,16.5,52.5,5.32999992370605,72.7799987792969,2,BX27,BK76
5,1.667221,48.789999961853,143.5,0,147,4,BK35,QN06
69,13.864706,245.140001296997,871,0,919.930002212524,45,QN54,QN29
1,0.316666,16.0200004577637,42.5,0,43.5,1,QN76,BK26
4,1.468888,44.0500001907349,127.5,15.9899997711182,146.490005493164,3,MN01,QN25
139922,16634.075876,256361.609923551,1013326.69999981,89.1599998474121,1206089.74084091,81923,MN19,MN28
205,15.676628,308.550001390278,1239.5,10.6599998474121,1397.74000740051,104,QN95,QN25
305,34.284921,489.310002207756,2041,0,2410.5400056839,191,BK42,BK63
5,0.316666,14.4399995803833,39,0,42.5,1,QN02,BK23
5,1.016666,24.3399999141693,77,0,89.75,4,BX27,MN21
118,22.285531,346.639998555183,1257,4.80000019073486,1446.13999938965,60,BK41,BK75
8,5.261665,134.210005283356,249.5,0,277,7,QN95,QN57
7,1.110554,37.6600008010864,106,0,108.5,3,QN96,QN45
39,5.625268,80.4800001382828,315.5,0,361.869999885559,24,QN30,BK75
344,86.958526,1274.56000217795,4808.5,106.06999874115,5448.1200003624,228,BK60,MN25
14,1.253607,24.7499998807907,94,0,102.5,9,QN46,QN41
4,0.690555,19.4500002861023,59,0,71.3000011444092,3,BX55,BX28
47,31.092766,908.870002031326,3342.75,280.939998626709,4015.47002029419,29,QN03,EWR
6,2.362219,56.6099987030029,171.5,5.32999992370605,185.830001831055,5,QN03,QN50
2,0.471944,13.4699997901917,41,10.7699999809265,53.769998550415,2,QN49,BX37
46,14.545820,451.450000762939,1912.25,0,2089.94999694824,31,QN35,LI
13055,2717.401921,59281.5500489324,190126.5,4038.23997688293,216079.610376358,7278,MN22,QN28
4,1.123888,39.8600006103516,110.5,15.9899997711182,139.450004577637,3,BX29,QN28
23729,1348.299791,16733.2200137135,92911.3499999046,142.549999237061,114102.279967785,14345,BK68,BK68
165,45.919959,1313.73000013828,3878,47.8400011062622,4456.35997772217,104,MN50,BX29
77,15.774704,449.909999370575,1352.5,261.199998855591,1785.58002090454,51,QN72,BX06
7,1.900000,61.4199991226196,171,0,183,4,QN95,BK40
221,30.512453,697.389998435974,2252.5,21.3199996948242,2481.78001022339,115,QN63,QN95
52,13.188045,373.979997992516,1104,5.32999992370605,1203.03000259399,33,MN50,BX59
198,66.341899,2002.04000315815,5793.5,62.8999996185303,6385.30000686646,124,MN27,BX31
