passengerCount,tripTimeHr,distanceDriven,Fare,Tolls,TotalFare,Trips,pickup
643,82.900943,1739.65000017732,7176.44999980927,129.199998855591,8142.26002693176,405,QN44
2102,259.661174,5272.53999746591,18807.5099999998,544.289998054504,21899.5800597761,1217,QN51
2339,488.900514,9300.26001313701,37595.25,1798.14998579957,44045.940392971,1489,QN56
624,134.798466,2971.09000102617,9999,253.189997673035,11484.0000267029,362,BK21
740019,102292.521346,1604678.99006405,6184925.0699995,41491.1196557693,7340143.02446132,429157,BK37
1064,178.994728,3933.22999692708,13509.7299957275,302.769998073578,15597.6000518799,668,BK45
79764,11194.756634,178493.210001368,682791.630001068,1365.71999219805,802044.320493221,47263,BK61
1891,314.565052,4845.37999097072,18898.8299999237,115.859998703003,21628.1100273132,1243,BK81
272,46.816332,1015.91999974847,3452.5,73.8199996948242,3891.2000246048,153,BK93
483,90.062665,2223.2699925676,8199,256.98999786377,9622.8400478363,285,BK98
1887,259.811193,4455.72999717668,17088.5,345.36999797821,19526.4000582695,1190,BX01
1694,237.065127,3968.79999728315,15367.7599999998,257.869998931885,17788.0600388143,1062,BX08
38533,5040.359737,87836.409989085,335265.850005398,7986.7799380105,386035.52059103,23747,BX39
1862,252.897323,4935.30999506637,17676,522.23999786377,20348.1000576019,1159,BX55
22008,3131.743575,67515.3499907926,229505.61000061,3708.0599822998,264334.920514107,12953,MN01
889869,103724.686591,1573193.39018429,6312510.77000357,123144.799207645,7503554.81185056,505971,MN11
20848975,2393045.828622,29376879.1431738,132836305.810013,948306.505158855,159760401.371885,12151068,MN23
284035,45080.136574,846254.630168563,2997521.11000183,58949.699742429,3520778.50867679,166666,MN36
214716,22017.755187,274588.029960824,1242492.44999935,17469.9699115455,1478479.86301877,112856,MN99
1082,231.356961,5465.9200058151,21262.8600022886,709.919995307922,24308.7101385687,670,QN05
63188,12809.463994,293814.300041545,995966.400031585,79940.6895552259,1221656.12019064,36276,QN27
410,57.999626,1386.4200020805,5177.25999999978,110.459999084473,5924.01001144387,235,QN47
700,89.339809,1980.86000281572,7074,122.469999313354,8099.85001182556,439,QN48
683,110.762607,2022.53000351787,7278,272.519998550415,8478.04004144669,442,QN52
11764,2495.734941,56219.9500018936,246114.06001831,11243.3999342918,288436.892377377,7204,QN55
188378,25377.719227,405356.240048576,1576299.87000992,35764.1298129912,1794322.61245253,110898,QN63
219925,31630.526850,514705.840127882,1937109.02999855,31272.4997835159,2256921.37154366,134142,QN71
