0.39,1
3.75,2
-19.5,1
607.92,2
6.5,13
7.1,1
12.5,5
7.5,6
0.41,4
10.1,1
10.5,3
21,1
1.11,1
367.46,1
0,87795328
6.33,3
4,27
2.17,1
8,6
0.56,1
2.13,1
1.01,3
7.02,1
0.58,1
0.51,6
0.53,1
0.52,2
26.1,1
14.5,2
1.02,2
1.05,1
50,1
-1,508
2.22,3
6.66,1
2.9,1
3.5,45
3.3,1
633.34,1
2.5,131
0.28,2
2.32,5
0.25,31
0.26,1
2.39,1
0.22,1
3,76
7,20
13.72,1
77.77,1
5.33,1
649.92,1
649.93,1
25.5,1
2.45,1
2.46,7
0.38,2
31,1
0.8,1
28,3
7.55,1
11.11,1
10.66,1
0.08,1
0.09,1
8.5,9
2.55,1
0.02,4
0.03,1
0.01,6
0.04,1
0.05,8
0.82,3
2,446
9.8,1
6,28
9.5,2
1.12,1
1.8,22
11.24,1
0.15,3
8.25,1
4.41,1
0.11,1
0.13,1
811,1
632.84,1
28.5,1
15.5,1
10,11
13,6
12,9
15,4
14,5
16,2
9.3,1
1.41,2
1.4,1
1.5,1954
30.9,1
1.1,2
1.2,2
0.1,10
0.3,1
0.2,11
0.5,60181954
0.4,4
0.7,3
0.6,6
0.61,1
0.62,1
13.5,6
4.5,22
577.97,1
577.92,4
5.5,28
4.2,1
5.8,1
11.5,6
2.75,1
1,25197448
5,34
9,9
644.61,1
8.88,1
-0.5,1341
0.75,3
11.9,1
854.5,1
5.83,2
1.23,24
1.22,1
79.67,1
628.84,1
1.25,1
