59.25,8
51.33,20
140.33,3
109.33,3
185.75,1
185.76,1
161.8,1
161.5,25
161.6,2
153.1,1
153.7,1
153.5,27
45.8,7
-16.5,1
45.3,14
45.2,2
45.1,4
45.6,3
45.5,50778
45.4,1
44.55,3
44.56,2
147.75,2
17.39,7
72.28,2
72.25,24
72.22,5
17.35,1
270,75
271,13
272,9
273,3
274,7
275,80
276,8
277,5
278,6
279,5
69.25,14
135.94,1
135.97,1
14.57,1
107.44,2
65.76,1
31.89,1
31.88,1
31.83,49
31.85,3
68.23,1
68.22,1
28.98,7
68.26,1
68.25,260
68.24,1
28.91,1
28.97,1
136.16,1
128.75,3
155.58,1
155.59,1
13.37,1
155.51,1
13.33,19
155.55,51
18.11,2
18.12,3
18.18,1
127.58,1
99,859
98,1210
5.11,1
5.16,1
5.15,4
91,933
90,8160
93,1475
92,1614
95,4178
94,1055
97,1231
96,1318
50.51,1
100.09,6
100.08,2
50.55,68
100.03,6
100.02,13
100.01,21
100.07,4
100.06,2
100.05,8
100.04,8
105.44,1
422.45,1
390.07,1
51.8,5
51.9,2
52.59,1
52.57,1
51.1,2
52.55,12
51.3,1
51.4,2
52.52,8
52.51,1
51.7,1
77.8,4
77.4,1
77.5,2687
77.6,3
77.7,3
77.1,1
77.3,4
21.33,7
21.32,1
21.37,1
215.55,5
21.39,1
43.68,2
43.69,1
98.64,1
98.66,1
43.66,2
178.75,6
178.79,1
126.6,1
126.4,1
126.5,121
126.8,2
14.41,1
14.46,1
14.44,11
14.45,5
159.33,1
114.9,1
114.8,3
17.33,7
114.5,222
114.6,2
302.54,1
267.75,1
390,9
17.34,1
395,3
394,2
399,1
398,1
7025.5,1
54.78,1
0.85,1
131.74,1
131.75,29
179,52
178,91
177,58
176,103
175,472
174,80
173,73
172,101
171,125
170,605
164.5,28
267.5,1
130.75,20
651.07,1
61.99,1
114.85,1
114.83,1
64.42,1
114.88,1
387.41,1
128.8,2
128.9,2
9.08,2
128.5,95
128.7,1
2.79,5
71.11,4
422.5,1
90.58,1
90.55,7
162.42,1
2.73,2
2.75,5
2.76,1
9.05,4
-7.5,19
120.22,1
100.8,2
100.9,3
120.25,5
100.2,4
100.3,1
202.25,2
100.4,1
100.5,336
474.5,1
150.08,1
150.01,7
63.99,3
85.25,22
168.99,1
620.01,1
146.75,1
4.06,3
1.21,1
4.05,8
